Tweet,HS,Abusive,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other
modar kasih cuping mulu deandra,1,1,0,0,0,0,0
anak asli geblek ya likeable ,1,1,0,0,0,0,1
sikap politik donald trump sudut umat islam tarik dukung politik united state of america yahudi lihat,0,0,0,0,0,0,0
bentar ya sipit ya rambut cepak gundul wajah oval wajah blur,0,0,0,0,0,0,0
vital inter bek kanan beda ya era maicon ambrosio cancelo bagus nhmmmm bera i simpul geblek ausilio ,1,1,0,0,0,0,1
anti asing kampanye ,0,0,0,0,0,0,0
presiden i mmsp bahagia datuk seri r sih sambut hadir perdana menteri dewan juru beli kuala kangsar,0,0,0,0,0,0,0
lini gue tiket ribu tiket full booked tuyul,0,0,0,0,0,0,0
indekos jam 2 pagi teriak teriak tonton bareng indekos suara laki bawa cewek mulu gue doang gue pe,0,0,0,0,0,0,0
budek kayak bolot om kuping nya kotor sepe i hati,1,1,0,0,1,0,0
menteri deh kelas otak tumpul bacot congor kambing gadang,1,1,0,0,0,0,1
ya goblok mas jaka sembung bawa sepeda sekolah bawa golok gila nih orang tua nya,1,1,0,0,1,0,0
scene edan tanggal 18 tanggal keramat,1,1,0,0,0,0,0
kesal rokok motor iya kadang pengap tutup macet ,0,0,0,0,0,0,0
jokowi ratu adil turun darah biru darah kotor cina babi uniform resource locator,1,1,0,1,0,0,0
malas deh gue baca nya sok ganteng banget sih onta,1,1,0,0,0,0,1
suara orang mati pakai legitimasi dasar rezim cebong dungu,1,1,0,0,0,0,1
halo masuk inggris baris tugas aman sepe i efektif cegah gesek super er tugas aman fokus pandang arah super er bikin rusuh langsung ciduk,0,0,0,0,0,0,0
foto tampar kilas lihat foto sebar habib luthfi bin yahya menang peluk orang ulama konferensi internasional bela,0,0,0,0,0,0,0
kocok memek enak kali ya,1,1,0,0,0,0,0
islam katolik nikah buddha ,0,0,0,0,0,0,0
a tenang suka telat,0,0,0,0,0,0,0
badan gede keker laku kunyuk,1,1,0,0,0,0,0
omojy akun isi giveaway cocot,1,1,0,0,0,0,1
ph for all ideologi agenda sarang kubang liberal sekuler syiah ah evangelis humanis ateis finis free thinker mu lgbt a islamis makhluk spesies join,0,0,0,0,0,0,0
te awa kunti,0,0,0,0,0,0,0
deklarasi pilih kepala daerah 2018 aman anti hoaks warga jabon,0,0,0,0,0,0,0
memek gilir anak nct asyik kali ya nghh,1,1,0,0,0,0,0
bilang kristen wudhu,0,0,0,0,0,0,0
bolot sis uniform resource locator,1,1,0,0,0,0,0
pokok pulang solo cebur habitat nya kolam butek 2019 ganti presiden 2019 presiden jokowi,1,0,0,0,0,0,1
kayak banci kaleng gatot gaduh gentleman mundur saing pilih presiden 2019 lawan jokowi,1,1,0,0,0,1,0
coba gubernur kafir teriak nih demo haha,1,0,1,0,0,0,0
cowok jago drasex ngentot adik luvian,1,1,0,0,0,0,0
bingung islam nusantara ya lahir indonesia islam masuk indonesia nu bentuk organisasi islam masuk indonesia raja hindu buddha animi,0,0,0,0,0,0,0
enak gesek gesek memek ,1,1,0,0,0,0,0
sumbu pendek dukung nista agama islam al al maidah 51 mencak mencak dungu,1,1,1,0,0,0,0
anak culun beda tipis,0,0,0,0,0,0,0
ngentot hore,1,1,0,0,0,0,0
point keren bangsa bawa kanan masyumi bawa kiri ai komunis indonesia bangsa takdir milik bangsa ,0,0,0,0,0,0,0
umat agama islam jaka a haram najis ahok kafir kristen,1,1,1,0,0,0,0
cina anjing hype e transfer protocol over secure socket layer t co zm1bsjaiha,1,1,0,1,0,0,0
ramai ramai cuci tangan cari aman dasar gubernur curang,1,0,0,0,0,0,1
program modal bacot doang,1,1,0,0,0,0,1
ahok korban gubernur senyum penuh menang bau busuk anyir simbah nanah luka sara cenderung cuci tangan,1,1,0,0,0,0,1
benda bodoh pergi beli makan kejap mati perang tau stasiun uniform resource locator,1,1,0,0,0,0,0
tangan spontan angkat goreng bawa lihat sosok hadap angkat buah tongkat rapunzel maksud siaga rapunzel tolong sikap waspada orang asing menu,0,0,0,0,0,0,0
bom takjil,0,0,0,0,0,0,0
saudara makmur gus ipul mbak puti gus ipul puti menang,0,0,0,0,0,0,0
junros qqqq dewa banget anjir edit anti noob noob klub,1,1,0,0,0,0,0
ruhut prabowo strok fadli zon ruhut gila indonesia lawyers club prabowo serang,1,1,0,0,0,0,0
pilih masuk akal kader jawa oratornnya bak soekarno gelora bawa militansi kader titik te inggi,0,0,0,0,0,0,0
solo rank comeback sakit tau tank takut war hilda cacat emosi bangkai ,1,1,0,0,0,0,0
front rusak islam demo anies rusak ketua cabul kabur tanggung kecut munafik hadap proses hukum,1,1,1,0,0,0,0
barang kenal sibuk peduli cacat aib orang habib luthfi bin yahya,0,0,0,0,0,0,0
ganggu dengar tuli sulit cepat bicara sangka dingin banget cewek sangka vampir budek dengar tuli,0,0,0,0,0,0,0
cebong tetas suruh serang ,1,1,0,0,0,0,1
dokumen hasil tim cari fakta munir hilang hilang nyali politik jokowi era mega,1,0,0,0,0,0,1
tentara saudi suriah isis banci lari libya uniform resource locator uniform resource locator,1,1,1,0,0,1,0
hukum keras ikan rindu rindu antek paman apes butuh terima hidup lambat laun terima hidup 37 3,0,0,0,0,0,0,0
hebat ukur kadar iman orang kadar lihat golong orang picek mata hati,1,1,0,0,1,0,0
presiden polling menang mimpi onani,1,1,0,0,0,1,0
ontel ya bawa ontel untung onta lucas tegak badan miss claire duduk jok laju kencang pegang kuat buk modus langsung lucas kayuh,0,0,0,0,0,0,0
culun nih serigala margonda payah,1,1,0,0,0,0,1
orang suka rusak generasi muda manusia ateis komunis 2019 ganti presiden,0,0,0,0,0,0,0
perintah gus ipul puti kuat program nawacita presiden jokowi jawa timur rakyat jokowi,0,0,0,0,0,0,0
siti badriah cina,0,0,0,0,0,0,0
jelek jelek orang nyali ya situ banci haha,1,1,0,0,0,1,0
sawer jawa sawer dirman ida sudirman said ida fauziyah sudirman said bicara jabat periode,0,0,0,0,0,0,0
cantik,0,0,0,0,0,0,0
suasana hati kerja ubah nih banci ,1,1,0,0,0,1,0
cina racist biar cina kuasa dominasi ri lihat cina singapura usir melayu kampung,1,0,0,1,0,0,0
assalamualaikum kerudung kenal nyeletuk rumah survei poster poster film pajang garasi gue bilang ya kerja media kayak survei gue,0,0,0,0,0,0,0
beda institutionalized religion agama diarusutamakan kultus kontrol te entu agama arus utama islam majelis ulama indonesia jaga sesat,0,0,0,0,0,0,0
tekan laser slide ganti yaaaap hubung ahli point point pe bicara pimpin agama orang eksorsisme laku eksorsisme,0,0,0,0,0,0,0
uhuy lumayan nyata wifi rumah nih tolong kuota habis kampret nih tri uniform resource locator,1,1,0,0,0,0,1
allah subhanahu wa taala dungu biadab layan lukman sembah sembah marah ancam azab,1,1,1,0,0,0,0
gue ejek kampang ya gue anggap canda,1,1,0,0,0,0,0
panas terima korban jonru ginting warganet protes korban jokowi,1,0,0,0,0,0,1
bukti ahok jokowi presiden dukung kembang adon politic id politic id,1,0,0,0,0,0,1
kejar setor bangsat rupiah turun ,1,1,0,0,0,0,1
negara kirim tenaga kerja indonesia negara indonesia larang tenaga kerja asing masuk perintah perhati lindung tenaga kerja lokal nurl,0,0,0,0,0,0,0
bodoh budak islam muhammad mati racun badan bau,1,1,1,0,0,0,0
ai demokrasi indonesia juang puan maharani prioritas calon wakil presiden waaaaaw calon wakil presiden jokowi jokowi puan keren sip tuju banget biar 2019 ganti presiden nyata oke keren viva,1,0,0,0,0,0,1
yu mari songsong presiden 2019,0,0,0,0,0,0,0
sakit sepe i berat berat derita orang indigo rundung makhluk astral berat fakta kejut sih buta wajah mati,0,0,0,0,0,0,0
biar budaya asing rusak bineka salah bentuk budaya indonesia toleransi harga rakyat jokowi 2019 jokowi periode viva jokowi 2019 jokowi salam periode stop hoaks hoaks jokowi,0,0,0,0,0,0,0
ratus masyarakat adat badui serah hasil panen seba serah bapa gede bupati lebak gubernur banten seba badui 2018,0,0,0,0,0,0,0
even muka bersih mulus cacat mesti rawat darling forever enam belas umur kulit tua polusi,0,0,0,0,0,0,0
hebat bicara cinta pegang alquran pegang hidup alquran bicara cinta perang bunuh penggal,1,0,1,0,0,0,0
ahok keok taipan ancam lengser reklamasi gagal nih negara atur jongos meneernya hadeuuuh sontoloyo,1,1,0,0,0,0,1
selamat pakai mbak,0,0,0,0,0,0,0
sinis setan eon he he,1,1,0,0,0,0,0
peduli oceh laki laki be emu laki laki oi luas sekian mahasiswa alan bodoh gue dengar gue pakai headset peduli langkah kaki,1,1,0,0,0,0,0
mudah mudah anak keluarga pecun candu narkoba sadar paham surat pemberitahuan ale tutup,1,1,0,0,0,0,0
bani bodoh binasa lempar laut bang ,1,1,0,0,0,0,1
shinobi langgar atur sampah shinobi tinggal sahabat rendah sampah uchiha obito naruto,0,0,0,0,0,0,0
ai ai komunis indonesia indonesia pe nama ajar cina rusia ai komunis indonesia khianat pancasila,1,0,0,1,0,0,0
menang anies sandi batal hukum,1,0,0,0,0,0,1
lamun jokowi presiden angelus eta bandara paham tau tolol pelihara,1,1,0,0,0,0,1
ikan hidup air hidup,0,0,0,0,0,0,0
kurikulum giat jurus sekolah guru terima cd gratissss sekolah beliau sudi hati ajak keliling sekolah nama sekolah sekolah juru katolik santo michael,0,0,0,0,0,0,0
bagus ai komunis indonesia ai komunis indonesia bubar organisasi larang,1,0,0,1,0,0,0
maju ulama gerak tokoh agama indonesia gus mus,0,0,0,0,0,0,0
baca tai,1,1,0,0,0,0,0
cari senyap mu hening malam bisu bisik desau angin dengkur lelah lolong ajak ajak esok pagi juang semangat puasa,0,0,0,0,0,0,0
salah 1 anggota hati sakit hati organisasi masyarakat nya bubar amp maju,1,0,1,0,0,0,0
medan 11 6 1999 agama kristen protestan idola cristiano ronaldo hobi main piano fobia petir hewan lata real madrid football club mega sih bio,0,0,0,0,0,0,0
suku bangsa laku kecuali arab hijaz mesir praktik nama sepe i aksen aten mesopotamia sepe i awel marduk orang ibrani yahudi ishma el iya hanan etc,0,0,0,0,0,0,0
menteri uang direktorat jenderal pajak direktorat jenderal pajak target terima pajak 2018 rupiah 1 454 5 triliun,0,0,0,0,0,0,0
orang negeri natal aksesori masuk agama masuk budaya kayak pas ramadan peduli islam kristen mudik tradisi,0,0,0,0,0,0,0
masuk wahabi orang cerita wahabi nu tong cerita ai komunis indonesia selonong wahabi,0,0,0,0,0,0,0
pergi antah antah hilang baur orang asing asing,0,0,0,0,0,0,0
zon zon cocot miring,1,1,0,0,0,0,1
gampang kak buka handphone buka browser ketik budaya palembang sila nikmat ajar gratis,0,0,0,0,0,0,0
ajak orang pintar pintar jokowi goblok,1,1,0,0,0,0,1
minim sentimen positif domestik kait makroekonomi moneter a tingkat laju usd hambat potensi rupiah,0,0,0,0,0,0,0
antek antek zionis komunis,1,0,1,1,0,0,0
ya bacot,1,1,0,0,0,0,1
gue ketemu anjir gue,1,1,0,0,0,0,0
komputer sebelas rapat ahmadi nur daerah pilih kena pagu anggar dewan wakil rakyat 2016,0,0,0,0,0,0,0
maaf dukun sibuk bakar menyan bani kampret,1,1,0,0,0,0,1
berondong 2 kontol berondong kontol lokal prank straight kontol berondong uniform resource locator,1,1,0,0,0,0,0
allah subhanahu wa taala bohong dungu biadab penuh janji allah janji a rampas 48 20,1,1,1,0,0,0,0
siaaap jokowi periode jokowi sayang papua,0,0,0,0,0,0,0
video lengkap penge ian fiksi tonton utuh wawas makan spin laku gelintir warganet potong video sesat maksud bentur rocky gerung kaum agama,0,0,0,0,0,0,0
cebong kampret bilang infrastruktur jalan mahal ,1,1,0,0,0,0,1
banci berani balas dasar takut wkwk,1,1,0,0,0,1,0
cari sahabat cacat sahabat,0,0,0,0,0,0,0
kejang kejang ya bong keren dewasa malu malu,0,0,0,0,0,0,0
keren ksatria jantan berani patuh hukum banci kabur sapa polisi uniform resource locator,1,1,0,0,0,0,0
sih pakai rohingya serang,1,0,0,0,0,0,1
rajin salat amp hijab hukum wajib tau lesbi alas bikin kayak orang paham asa asa pandang allah,0,0,0,0,0,0,0
akun teman buzzer politik calon gubernur asyik asyik berita buruk lawan asyik promo kampanye tagar calon enak banget,0,0,0,0,0,0,0
anti nusantara kecuali ai komunis indonesia islam cinta nusantara islam nusantara bentur nusantara islam nusantara,0,0,0,0,0,0,0
anjir paypal anjing banget kena fee nya,1,1,0,0,0,0,1
baca kisah kisah kaum yahudi kutuk allah monyet cari ikan sabtu perangkap jumat ambil ikan ahad ,0,0,0,0,0,0,0
politisasi radikal ciri khas komunis,0,0,0,0,0,0,0
prabowo anak berontak,1,0,0,0,0,0,1
haha antek komunis kelojot jelang 30 september kecebong anak ai komunis indonesia,1,1,0,1,0,0,0
ku manis iblis pikir,1,1,0,0,0,0,1
ciamis salah 1 kabupaten jawa barat dukung gubernur kang presiden wakil presiden ri nyata putus ms ai adil sejahtera naung ainya amp pilih umat beliau taat sami waatona i,0,0,0,0,0,0,0
caplang pantat panci,1,1,0,0,1,0,0
prabowo berani maklum tong kosong nyaring bunyi,1,0,0,0,0,0,1
kayak pilih bom dinge iin nge iin,0,0,0,0,0,0,0
oke,0,0,0,0,0,0,0
tunggu nada beda komunis komunis gaya,0,0,0,0,0,0,0
rezim buruk semenjak indonesia merdeka,1,0,0,0,0,0,1
tolak hoaks sukses pilih kepala daerah damai kota,0,0,0,0,0,0,0
dora sompret,1,1,0,0,0,0,1
lgbt rupa 1 dosa tuduh orang laku rupa dosa men cari cari salah orang maksiat pribadi allah rupa dosa larang agama maksiat buka bantah p,0,0,0,0,0,0,0
tuju gue bosan muak laku cebong nyinyir banget,1,1,0,0,0,0,1
setya novanto titip absen politis kocak bikin malu wakil rakyat pecat,1,0,0,0,0,0,1
masuk kerja mencret capai kemarin ,0,0,0,0,0,0,0
cinta sapa buta hati tuli telinga logika jaga luka,0,0,0,0,0,0,0
dasar cebong goreng perintah becus kelola ekonomi selesai tagar 2019 ganti presiden kambing hitam,1,1,0,0,0,0,1
gubernur jabar hebat,0,0,0,0,0,0,0
kuli cina nya usir tenaga kerja indonesia anggur uniform resource locator,1,0,0,1,0,0,0
minat mail looking at whole ya dulunya cheater silap and maaf sampah sarap sshhh,1,1,0,0,1,0,0
onta gue pakai nos mbak 1 jam tenang,0,0,0,0,0,0,0
lgbt masuk kategori racist peduli beda dukung pikir otak uniform resource locator,0,0,0,0,0,0,0
mata buta lihat alam maya hati buta terima cahaya alam,0,0,0,0,0,0,0
haha order demo nasi bungkus gizi idiot,1,1,0,0,0,0,0
oknum kali pendeta rahib agama jarang dengar sih buddha hindu klaim sempurna bawa damai heboh heboh masuk pindah agam,0,0,0,0,0,0,0
orang lupa bayar karyawan nya bacot,1,1,0,0,0,0,1
bubar hati korupsi mulu,1,0,1,0,0,0,0
imigran tinggal myanmar 1948 imigran cina usir indonesia atur main,1,0,0,1,0,0,0
aneh survei bawa nama kampus kayak sih luhut bawa institut teknologi bandung dukung reklamasi cebong hehe,1,1,0,0,0,0,1
orang bangga pakai kw pacar banci anggap banci cewek uniform resource locator,1,1,0,0,0,0,0
bukti valid bahaya virus idiot minum salah admin ,1,1,0,0,0,0,0
19 khilafah tempuh bikin ai tii bahaya ideologi komunis,1,0,0,1,0,0,0
blangko pakai tenaga kerja asing cina,0,0,0,0,0,0,0
cacat anjir sinyal,1,1,0,0,0,0,0
menteri anggota dewan wakil rakyat ingkar rapat potong tunjang gaji,0,0,0,0,0,0,0
gue langsung bilang gue bacot doang koar koar gue fuck kecut,1,1,0,0,0,0,1
kecuali kontra jokowi baliho bunuh kentut cium amp senggol hidung cebong viral penuh ,1,1,0,0,0,0,1
tas aneh sinyalir bom nya depok siaga aduh,0,0,0,0,0,0,0
wanita tulen suka buka yt tren yt transgender tau wkwk,0,0,0,0,0,0,0
presiden ulama pilih rakyat allah subhanahu wa taala negara indonesia kokoh ulama umara iring a jaga silaturahmi jokowi ulama kitab suci fiksi,0,0,0,0,0,0,0
mesti proyek asing nasionalis pancasilais pilih asing antek asing nih,1,0,0,0,0,0,1
ancam bunuh ancam sangka ancam guling ketua ai ancam bakar kota kader kader utama ai pilih kepala daerah kalah untun kejut intervensi as cina kawan kawan a kuasa negeri men,0,0,0,0,0,0,0
lapang kerja jawa kerja pilih enak ya demo jilid jilid monas modal congor doang makan siang uang saku puluh ribu,1,1,0,0,0,0,0
aduh pura pura cape deh,1,1,0,0,0,0,0
rezim anti islam tumbang 2019,1,0,1,0,0,0,0
repost jokower ahoker sapi onta curut khilafah kecoa anjing kampret pentol korek bumi datar otak micin balas cebong turun cebong intelligence quotient ratus cebong kolam butek mewek adu emak takut amp cengeng ah bong,1,1,0,0,0,0,1
akun instagram resmi akun ya,0,0,0,0,0,0,0
jokowi komunis kapitalis uniform resource locator,1,0,0,1,0,0,0
haha takut kejut budaya,0,0,0,0,0,0,0
bangsa cebong bangga kaos logo paham kampret bangga,1,1,0,0,0,0,1
khawatir dek tsamara henti mentwit takut antusiasme rakyat merosot lihat kader ai spe i pe anyaan rakyat te arik lihat psi trust hil,0,0,0,0,0,0,0
tipikal kaum belah persekusi umat agama zalim kuasa,1,0,0,0,0,0,1
mata ajar ekonomi bolos mas remedial,0,0,0,0,0,0,0
rebut saham pegang saham tabok pakai duit hasil utang dasar bani kadal kadal selesai selesai,1,1,0,0,0,0,1
tokoh politik berangan perintah berani bicara kasar etika sih prabowo berani bilang elite goblok maksud sekolah oi presiden anggota dewan berani bilang menteri agama bangsat,1,1,0,0,0,0,0
presiden publikasi asi games 2018 newsidn asi games 2018 jokowi indonesia,0,0,0,0,0,0,0
hehe nyata pasar global batas lokal asing asing jujur ,0,0,0,0,0,0,0
tolol hubung rumah tangga urus kerja cakap menteri pecat gubernur jaka a karuan sebentar hancur jaka a,1,1,0,0,0,0,1
dungu bilang hacker haha,1,1,0,0,0,0,0
greg graffin album folk country tradisional judul millpo nama greg evolutionary biologist amp pentol bad religion gagas punk manifesto musik negara ganjil country kris,0,0,0,0,0,0,0
tolak bangkit ai komunis indonesia tolak atur perintah ganti undang undang anti islam jokowi diktator lengser jokowi rakyat tentara nasional indonesia uniform resource locator,1,0,0,0,0,0,1
70 indonesia salah kuasa cina bang,1,0,0,1,0,0,0
orang didik pikir ekonomi syariat ah ekonomi bangun ekstremis,0,0,0,0,0,0,0
sipit sipit bantat kayak seungmin,1,1,0,1,0,0,0
bu sus cuil titit nyawa pikir letak kali cari pakai global positioning sistem google map ketemu,1,1,0,0,0,1,0
obrak abrik beranta pergi bajing ya,1,1,0,0,0,0,1
nrp bacot banget,1,1,0,0,0,0,1
kerja cina proyek jalan tol lempar bendera merah putih hukum hormat bendera amp depo asi,1,0,0,1,0,0,0
pets khusus kucing anjing longstream niche salah affiliate amazon niche kucing anjing jual pakan aksesori,0,0,0,0,0,0,0
kiai staquf suku ras biar mudah paham nalar bahlul arab sembah sodor arab bani saud pro israel eh pura pura,1,1,0,0,0,0,1
percaya manusia dunia uji allah subhanahu wa taala kayak uji sifat tamak miskin uji susah percaya golong lgbt uji hebat ranah allah uji,0,0,0,0,0,0,0
tenaga kerja indonesia hongkong takut tenaga kerja indonesia ustaz ustaz 212 jelang pilih presiden suara suara ln aman uniform resource locator,1,0,0,0,0,0,1
admin dendam admin tolol,1,1,0,0,0,0,1
49 prabowo gerombol tanding isu uniform resource locator,1,0,0,0,0,0,1
hindar ai politik lindung preman nista agama koruptor bohong jual aset negara impor kuli asing suka utang,1,1,0,0,0,0,1
masyarakat sastrawan lestari budaya hilang buka mata kepala calon pilih pimpin bangsa,0,0,0,0,0,0,0
eksklusivitas sosial pilih pilih nilai perempuan pakaiannnya buka kena kes drama bikin aksi peluk bom takjil fatwa sahur,0,0,0,0,0,0,0
banci kaleng,1,1,0,0,0,1,0
fungsi goods and services tax beban gantung hasil petroleum negara ide laksana goods and services tax bank negara i bn gelombang biru,0,0,0,0,0,0,0
takut presiden jalan mu mayoritas masyarakat indonesia dukung bangsa bangsa berma abat tau teriak anti asing nyata ag,0,0,0,0,0,0,0
terima kasih presiden jokowi,0,0,0,0,0,0,0
bani marah ajak obrol lari kesana kemari cari alas,1,0,0,0,0,0,1
gue kucing hewan sayang rasul jijik ganggu ya pakai keras binatang manusia strata pintar ya banget waras nger,0,0,0,0,0,0,0
kantor gubernur militer komando resor militer 031 wira bima sumber google kirim tag,0,0,0,0,0,0,0
kawan komisi berantas korupsi wanti wanti hati hati jebak batman bandara ajati anasir bentuk kuasa jerat gubernur aher waspada,0,0,0,0,0,0,0
bala bantu cebong ,1,1,0,0,0,0,0
salah jokowi rezim jahat diktator otoriter komunis kafir zalim organisasi papua merdeka uniform resource locator,1,0,1,1,0,0,0
sumpah goblok banget alamat gue ganti kampang,1,1,0,0,0,0,0
percaya asing sisi ryeowook,0,0,0,0,0,0,0
takut rezim 2019 ganti presiden selidik kayak jatuh helikopter angkut warga cina,1,0,0,0,0,0,1
tragedi 98 nyata salah upaya komunis prabowo,1,0,0,1,0,0,0
malas banget nama politik indonesia gue tunggu presiden bikin indonesia maju singapura kayak dubai gue dukung 1000 politik indonesia 70 cuit cuit maaf gue bicara fakta,1,0,0,0,0,0,1
zalim kroni kroni megawati menang zalim kroni kroni daur ulang sejarah,1,0,0,0,0,0,1
al fatihah amin,0,0,0,0,0,0,0
salah problem dasar umat islam dunia miskin,0,0,0,0,0,0,0
main kotor rezim pro rezim gempar indonesia cebong berisik,1,1,0,0,0,0,1
kelu fact tau jangkit yahudi sejarah nabi amp agama moga hidayah,0,0,0,0,0,0,0
hati hati sosial media perangkap gaya komunikasi agresif provokatif jalan elak 2019 ganti presiden tuju like yuk,0,0,0,0,0,0,0
tarik muncul kristus eloah alah ubah alah allah liturgis amp literatur agama kristen suriah,0,0,0,0,0,0,0
wajar ip puji jokowi gubernur presiden gue kader ai adil sejahtera paksa puji jokowi ayo gabung 2019 ganti presiden,1,0,0,0,0,0,1
onta ya,0,0,0,0,0,0,0
emosi pe a dasar cebong ,1,1,0,0,0,0,1
laku bani cebong,1,1,0,0,0,0,1
manusia sempurna lahir cacat rencat sepe i lgbt batin alhamdulillah ranah agama tau nak,0,0,0,0,0,0,0
bikin ambang batas rezim prihatin eh salah jokowi ,0,0,0,0,0,0,0
laku batak kafir ya sepe i sih suka pecah belah umat,1,1,0,1,0,0,0
orang kristen hidup beda orang orang dunia kabur cermin mulia allah saksi kristus harold freligh,0,0,0,0,0,0,0
goblok mata picek,1,1,0,0,1,0,0
cerdas susilo bambang yudhoyono undang undang pilih sah a inya calon presiden calon wakil presiden curi stasiun kampanye agus i yudhoyono manfaat,1,0,0,0,0,0,1
pakai dana bank asing bank badan usaha milik negara bera i dana utang perintah saham 10 fi plus rio tinta 40 bera i 1 doang divestasi akal an,0,0,0,0,0,0,0
orang nali gus mus orang ulama wejang wejang sejuk seru islam damai islam rahmat lil alamin percaya ganjar yasin,0,0,0,0,0,0,0
khalifah prof sunatullah tuhan malaikat iri hati tuju nama iblis tugas manusia khalifatullah ambil hikmah bijaksana ,0,0,0,0,0,0,0
fakta 29 november 1947 pbb tuju mandat britania raya palestina resolusi pbb 181 dukung 33 negara 13 negara tolak 10 netral wilayah tanah palestina pecah belah 55 yahudi,0,0,0,0,0,0,0
tai bikin meme kayak tau e kayak capai iya gue kayak orang mati bego pelihara sampah,1,1,0,0,0,0,1
lihat topik tenaga kerja asing harga sawit harga telur harga,0,0,0,0,0,0,0
 watak jenderal moeldoko baca beliau dunia bisnis moeldoko bekas panglima tentara nasional indonesia ahok usaha konglomerat tionghoa baret harga warga tentara nasional indonesia je,0,0,0,0,0,0,0
laku jual negara goblok bangun kaki orang kaki bayar hutang utang bos eeeh bego kayak,1,1,0,0,0,0,1
noob sok ,0,0,0,0,0,0,0
setarbak yahudi dol kena boikot,0,0,0,0,0,0,0
meja lemari lempit kali kali sapu biar naung kecoa tai cicak,0,0,0,0,0,0,0
ber tato entot kayak sih thailand enjoy gays kontol coli bahan coli uniform resource locator,1,1,0,0,0,0,0
kafir ai komunis indonesia samar islam jelek jokowi kafir ai komunis indonesia,1,1,1,1,0,0,0
sangsi pecat jeblos penjara biar tau sih setya novanto,1,0,0,0,0,0,1
v tai conqueror bangsat v bantu gue karma dendi delio need best jungler,1,1,0,0,0,0,1
teduh tensi pilih kepala daerah ulama nyata dukung jokowi calon presiden rakyat jokowi 2019,0,0,0,0,0,0,0
agama kristen golong darah b nasal san fernando valley,0,0,0,0,0,0,0
kampret rusak nusantara jaman majapahit langsung wadah hati rekan ide khilafah,1,1,0,0,0,0,1
ai komunis indonesia gaya jokowi antek komunis,1,0,0,1,0,0,0
a ikelnya isi an 2019 ganti presiden,1,0,0,0,0,0,1
anggap pro ekonomi rakyat tuan guru bajang dorong pilih presiden 2019,0,0,0,0,0,0,0
 negara negara arab bera i negara arab pinjam palestina beban utang palestina patungan ringan orang indonesia,0,0,0,0,0,0,0
perintah junjung seni budaya tradisional fakta asa cirebon seni tari topeng,0,0,0,0,0,0,0
insya allah ganjar pranowo rida allah subhanahu wa taala amp warga jawa prediksi ganjar gubernur jawa,0,0,0,0,0,0,0
tungging main memek sange banget coy,1,1,0,0,0,0,0
biar orang idiot rusak suasana hati,1,1,0,0,0,0,0
pas sekolah dasar gue ejek cina ya tertawa tertawa gue kesal banget gila ya ya gue turun cina kesal banget ngatainnya menang gue lihat sipit hehe,0,0,0,0,0,0,0
dukung ahok tangkap zaman jokowi,1,0,0,0,0,0,1
jokowi tai anjing,1,1,0,0,0,0,1
tawar b prabowo coba subut hoaks x,0,0,0,0,0,0,0
kepala seksi lindung daya balai layan lindung tenaga kerja indonesia padang valerie chistie faisal sih memdampingi tenaga kerja indonesia purna bina balai layan lindung tenaga kerja indonesia padang survei laku tim nilai badan ekonomi kreatif indonesia uniform resource locator,0,0,0,0,0,0,0
kali calon presiden goblok bin dungu nada provokatif ya kampret percaya heran calon presiden goblok,1,1,0,0,0,0,1
bimbing ulama kibar ahlusunah kokoh sabar al hak asy syaikh saleh al fauzan hafizhahullah orang sabar jalan allah agama hak sunnah,0,0,0,0,0,0,0
yoyaka a sejarah saksi bisu proses maksimal milik otak pikir keras tangan multi tasking tubuh fit kaki tegap kuat kon,0,0,0,0,0,0,0
al qur an alat bukti kepala polisi republik indonesia bom surabaya,0,0,0,0,0,0,0
8 minggu libur asyikkk tenaga kerja indonesia eropa 5 minggu tanggal merah libur,0,0,0,0,0,0,0
wajah anak lihat banget ya penuh dendam benci anak anak makan hasil uang haram kayak banci rumpi maki gue makan tai istri a anak anak o makan bangkai uang haram,1,1,0,0,0,1,0
like ngentot nya ,1,1,0,0,0,0,0
bubar komisi berantas korupsi pilih kasih lolos,1,0,0,0,0,0,1
pergi bangkai,1,1,0,0,0,0,1
jahat perang nazi adolf eichmann arsitek solusi nazi cari dunia musnah orang orang yahudi eropa,0,0,0,0,0,0,0
oh bom info ya,0,0,0,0,0,0,0
bubar dewan wakil rakyat butuh,1,0,0,0,0,0,1
apasal rindu eeeee idiot ,1,1,0,0,0,0,0
adik gue langsung suruh ambil swasta ayah gue jawa anak sindir sindir mulu banget bilang cina cina gue jujur ejek gue racist beda,0,0,0,0,0,0,0
mata sipit ya bilang sipit but i just love my eyes sok much,0,0,0,0,0,0,0
coba adik perempuan terima tolol,1,1,0,0,0,0,1
beda ngentot ngewe ,1,1,0,0,0,0,0
pikir malam beku udara lembut lumut dada telaga bisu butir batu lempar hening jerit,0,0,0,0,0,0,0
maju anjing nih orang tshi beli haha,1,1,0,0,0,0,1
minum kopi luwak biar deg degan alias kocak sih bolot pas congor ,1,1,0,0,0,0,0
bajing iya orang kayak ah,1,1,0,0,0,0,1
 peri rumah laku kasar kerja patuh perintah tuan peri rumah senang tuan manfaat celah untung kejam,0,0,0,0,0,0,0
ya sekian pandang awam wkwk pandang awam riset riset tai kucing have a good day,0,0,0,0,0,0,0
